Year,Fuel,Vehicle_Category,Vehicles_Registered
2006,CNG ONLY,2WIC,0
2006,CNG ONLY,2WN,0
2006,CNG ONLY,2WT,0
2006,CNG ONLY,3WIC,0
2006,CNG ONLY,3WN,0
2006,CNG ONLY,3WT,0
2006,CNG ONLY,4WIC,0
2006,CNG ONLY,HGV,0
2006,CNG ONLY,HMV,0
2006,CNG ONLY,HPV,0
2006,CNG ONLY,LGV,0
2006,CNG ONLY,LMV,1
2006,CNG ONLY,LPV,0
2006,CNG ONLY,MGV,0
2006,CNG ONLY,MMV,0
2006,CNG ONLY,MPV,0
2006,CNG ONLY,OTH,0
2006,DIESEL,2WIC,0
2006,DIESEL,2WN,1301
2006,DIESEL,2WT,0
2006,DIESEL,3WIC,0
2006,DIESEL,3WN,122
2006,DIESEL,3WT,9463
2006,DIESEL,4WIC,0
2006,DIESEL,HGV,12116
2006,DIESEL,HMV,789
2006,DIESEL,HPV,4143
2006,DIESEL,LGV,27582
2006,DIESEL,LMV,37010
2006,DIESEL,LPV,8094
2006,DIESEL,MGV,4652
2006,DIESEL,MMV,515
2006,DIESEL,MPV,593
2006,DIESEL,OTH,1322
2006,DIESEL/HYBRID,2WIC,0
2006,DIESEL/HYBRID,2WN,0
2006,DIESEL/HYBRID,2WT,0
2006,DIESEL/HYBRID,3WIC,0
2006,DIESEL/HYBRID,3WN,0
2006,DIESEL/HYBRID,3WT,0
2006,DIESEL/HYBRID,4WIC,0
2006,DIESEL/HYBRID,HGV,0
2006,DIESEL/HYBRID,HMV,0
2006,DIESEL/HYBRID,HPV,0
2006,DIESEL/HYBRID,LGV,0
2006,DIESEL/HYBRID,LMV,1
2006,DIESEL/HYBRID,LPV,1
2006,DIESEL/HYBRID,MGV,0
2006,DIESEL/HYBRID,MMV,0
2006,DIESEL/HYBRID,MPV,0
2006,DIESEL/HYBRID,OTH,0
2006,ELECTRIC(BOV),2WIC,0
2006,ELECTRIC(BOV),2WN,161
2006,ELECTRIC(BOV),2WT,0
2006,ELECTRIC(BOV),3WIC,0
2006,ELECTRIC(BOV),3WN,0
2006,ELECTRIC(BOV),3WT,7
2006,ELECTRIC(BOV),4WIC,0
2006,ELECTRIC(BOV),HGV,0
2006,ELECTRIC(BOV),HMV,6
2006,ELECTRIC(BOV),HPV,0
2006,ELECTRIC(BOV),LGV,50
2006,ELECTRIC(BOV),LMV,68
2006,ELECTRIC(BOV),LPV,2
2006,ELECTRIC(BOV),MGV,1
2006,ELECTRIC(BOV),MMV,0
2006,ELECTRIC(BOV),MPV,0
2006,ELECTRIC(BOV),OTH,3
2006,ETHANOL,2WIC,0
2006,ETHANOL,2WN,0
2006,ETHANOL,2WT,0
2006,ETHANOL,3WIC,0
2006,ETHANOL,3WN,0
2006,ETHANOL,3WT,0
2006,ETHANOL,4WIC,0
2006,ETHANOL,HGV,0
2006,ETHANOL,HMV,0
2006,ETHANOL,HPV,0
2006,ETHANOL,LGV,0
2006,ETHANOL,LMV,1
2006,ETHANOL,LPV,0
2006,ETHANOL,MGV,0
2006,ETHANOL,MMV,0
2006,ETHANOL,MPV,0
2006,ETHANOL,OTH,0
2006,LPG ONLY,2WIC,0
2006,LPG ONLY,2WN,26
2006,LPG ONLY,2WT,0
2006,LPG ONLY,3WIC,0
2006,LPG ONLY,3WN,2
2006,LPG ONLY,3WT,39
2006,LPG ONLY,4WIC,0
2006,LPG ONLY,HGV,0
2006,LPG ONLY,HMV,3
2006,LPG ONLY,HPV,0
2006,LPG ONLY,LGV,19
2006,LPG ONLY,LMV,107
2006,LPG ONLY,LPV,21
2006,LPG ONLY,MGV,0
2006,LPG ONLY,MMV,0
2006,LPG ONLY,MPV,0
2006,LPG ONLY,OTH,0
2006,NOT APPLICABLE,2WIC,0
2006,NOT APPLICABLE,2WN,355
2006,NOT APPLICABLE,2WT,0
2006,NOT APPLICABLE,3WIC,0
2006,NOT APPLICABLE,3WN,0
2006,NOT APPLICABLE,3WT,6
2006,NOT APPLICABLE,4WIC,0
2006,NOT APPLICABLE,HGV,19
2006,NOT APPLICABLE,HMV,211
2006,NOT APPLICABLE,HPV,1
2006,NOT APPLICABLE,LGV,467
2006,NOT APPLICABLE,LMV,1016
2006,NOT APPLICABLE,LPV,14
2006,NOT APPLICABLE,MGV,25
2006,NOT APPLICABLE,MMV,36
2006,NOT APPLICABLE,MPV,4
2006,NOT APPLICABLE,OTH,45
2006,PETROL,2WIC,22
2006,PETROL,2WN,348559
2006,PETROL,2WT,2
2006,PETROL,3WIC,0
2006,PETROL,3WN,207
2006,PETROL,3WT,5366
2006,PETROL,4WIC,7
2006,PETROL,HGV,53
2006,PETROL,HMV,7
2006,PETROL,HPV,18
2006,PETROL,LGV,1146
2006,PETROL,LMV,35554
2006,PETROL,LPV,990
2006,PETROL,MGV,30
2006,PETROL,MMV,15
2006,PETROL,MPV,2
2006,PETROL,OTH,24
2006,PETROL/CNG,2WIC,0
2006,PETROL/CNG,2WN,0
2006,PETROL/CNG,2WT,0
2006,PETROL/CNG,3WIC,0
2006,PETROL/CNG,3WN,0
2006,PETROL/CNG,3WT,0
2006,PETROL/CNG,4WIC,0
2006,PETROL/CNG,HGV,0
2006,PETROL/CNG,HMV,0
2006,PETROL/CNG,HPV,0
2006,PETROL/CNG,LGV,0
2006,PETROL/CNG,LMV,26
2006,PETROL/CNG,LPV,0
2006,PETROL/CNG,MGV,0
2006,PETROL/CNG,MMV,0
2006,PETROL/CNG,MPV,0
2006,PETROL/CNG,OTH,0
2006,PETROL/ETHANOL,2WIC,0
2006,PETROL/ETHANOL,2WN,1
2006,PETROL/ETHANOL,2WT,0
2006,PETROL/ETHANOL,3WIC,0
2006,PETROL/ETHANOL,3WN,0
2006,PETROL/ETHANOL,3WT,0
2006,PETROL/ETHANOL,4WIC,0
2006,PETROL/ETHANOL,HGV,0
2006,PETROL/ETHANOL,HMV,0
2006,PETROL/ETHANOL,HPV,0
2006,PETROL/ETHANOL,LGV,0
2006,PETROL/ETHANOL,LMV,0
2006,PETROL/ETHANOL,LPV,0
2006,PETROL/ETHANOL,MGV,0
2006,PETROL/ETHANOL,MMV,0
2006,PETROL/ETHANOL,MPV,0
2006,PETROL/ETHANOL,OTH,0
2006,PETROL/LPG,2WIC,0
2006,PETROL/LPG,2WN,261
2006,PETROL/LPG,2WT,0
2006,PETROL/LPG,3WIC,0
2006,PETROL/LPG,3WN,33
2006,PETROL/LPG,3WT,1121
2006,PETROL/LPG,4WIC,0
2006,PETROL/LPG,HGV,1
2006,PETROL/LPG,HMV,0
2006,PETROL/LPG,HPV,0
2006,PETROL/LPG,LGV,237
2006,PETROL/LPG,LMV,5796
2006,PETROL/LPG,LPV,671
2006,PETROL/LPG,MGV,0
2006,PETROL/LPG,MMV,0
2006,PETROL/LPG,MPV,0
2006,PETROL/LPG,OTH,0
2006,PURE EV,2WIC,0
2006,PURE EV,2WN,1
2006,PURE EV,2WT,0
2006,PURE EV,3WIC,0
2006,PURE EV,3WN,0
2006,PURE EV,3WT,0
2006,PURE EV,4WIC,0
2006,PURE EV,HGV,0
2006,PURE EV,HMV,0
2006,PURE EV,HPV,0
2006,PURE EV,LGV,0
2006,PURE EV,LMV,0
2006,PURE EV,LPV,0
2006,PURE EV,MGV,0
2006,PURE EV,MMV,0
2006,PURE EV,MPV,0
2006,PURE EV,OTH,0
2007,CNG ONLY,2WIC,0
2007,CNG ONLY,2WN,0
2007,CNG ONLY,2WT,0
2007,CNG ONLY,3WIC,0
2007,CNG ONLY,3WN,0
2007,CNG ONLY,3WT,0
2007,CNG ONLY,4WIC,0
2007,CNG ONLY,HGV,0
2007,CNG ONLY,HMV,1
2007,CNG ONLY,HPV,1
2007,CNG ONLY,LGV,0
2007,CNG ONLY,LMV,0
2007,CNG ONLY,LPV,0
2007,CNG ONLY,MGV,0
2007,CNG ONLY,MMV,0
2007,CNG ONLY,MPV,0
2007,CNG ONLY,OTH,0
2007,DIESEL,2WIC,0
2007,DIESEL,2WN,1435
2007,DIESEL,2WT,0
2007,DIESEL,3WIC,0
2007,DIESEL,3WN,114
2007,DIESEL,3WT,10868
2007,DIESEL,4WIC,3
2007,DIESEL,HGV,17599
2007,DIESEL,HMV,1100
2007,DIESEL,HPV,4092
2007,DIESEL,LGV,35218
2007,DIESEL,LMV,49851
2007,DIESEL,LPV,11686
2007,DIESEL,MGV,5070
2007,DIESEL,MMV,635
2007,DIESEL,MPV,756
2007,DIESEL,OTH,1906
2007,ELECTRIC(BOV),2WIC,0
2007,ELECTRIC(BOV),2WN,167
2007,ELECTRIC(BOV),2WT,0
2007,ELECTRIC(BOV),3WIC,0
2007,ELECTRIC(BOV),3WN,1
2007,ELECTRIC(BOV),3WT,6
2007,ELECTRIC(BOV),4WIC,0
2007,ELECTRIC(BOV),HGV,1
2007,ELECTRIC(BOV),HMV,20
2007,ELECTRIC(BOV),HPV,1
2007,ELECTRIC(BOV),LGV,59
2007,ELECTRIC(BOV),LMV,78
2007,ELECTRIC(BOV),LPV,7
2007,ELECTRIC(BOV),MGV,1
2007,ELECTRIC(BOV),MMV,1
2007,ELECTRIC(BOV),MPV,0
2007,ELECTRIC(BOV),OTH,1
2007,FUEL CELL HYDROGEN,2WIC,0
2007,FUEL CELL HYDROGEN,2WN,1
2007,FUEL CELL HYDROGEN,2WT,0
2007,FUEL CELL HYDROGEN,3WIC,0
2007,FUEL CELL HYDROGEN,3WN,0
2007,FUEL CELL HYDROGEN,3WT,0
2007,FUEL CELL HYDROGEN,4WIC,0
2007,FUEL CELL HYDROGEN,HGV,0
2007,FUEL CELL HYDROGEN,HMV,0
2007,FUEL CELL HYDROGEN,HPV,0
2007,FUEL CELL HYDROGEN,LGV,0
2007,FUEL CELL HYDROGEN,LMV,0
2007,FUEL CELL HYDROGEN,LPV,0
2007,FUEL CELL HYDROGEN,MGV,0
2007,FUEL CELL HYDROGEN,MMV,0
2007,FUEL CELL HYDROGEN,MPV,0
2007,FUEL CELL HYDROGEN,OTH,0
2007,LPG ONLY,2WIC,0
2007,LPG ONLY,2WN,15
2007,LPG ONLY,2WT,0
2007,LPG ONLY,3WIC,0
2007,LPG ONLY,3WN,3
2007,LPG ONLY,3WT,26
2007,LPG ONLY,4WIC,0
2007,LPG ONLY,HGV,1
2007,LPG ONLY,HMV,3
2007,LPG ONLY,HPV,0
2007,LPG ONLY,LGV,18
2007,LPG ONLY,LMV,127
2007,LPG ONLY,LPV,29
2007,LPG ONLY,MGV,0
2007,LPG ONLY,MMV,0
2007,LPG ONLY,MPV,0
2007,LPG ONLY,OTH,1
2007,NOT APPLICABLE,2WIC,0
2007,NOT APPLICABLE,2WN,300
2007,NOT APPLICABLE,2WT,0
2007,NOT APPLICABLE,3WIC,0
2007,NOT APPLICABLE,3WN,2
2007,NOT APPLICABLE,3WT,7
2007,NOT APPLICABLE,4WIC,0
2007,NOT APPLICABLE,HGV,22
2007,NOT APPLICABLE,HMV,804
2007,NOT APPLICABLE,HPV,0
2007,NOT APPLICABLE,LGV,441
2007,NOT APPLICABLE,LMV,2365
2007,NOT APPLICABLE,LPV,12
2007,NOT APPLICABLE,MGV,9
2007,NOT APPLICABLE,MMV,81
2007,NOT APPLICABLE,MPV,1
2007,NOT APPLICABLE,OTH,131
2007,PETROL,2WIC,28
2007,PETROL,2WN,576951
2007,PETROL,2WT,0
2007,PETROL,3WIC,0
2007,PETROL,3WN,267
2007,PETROL,3WT,4872
2007,PETROL,4WIC,9
2007,PETROL,HGV,44
2007,PETROL,HMV,40
2007,PETROL,HPV,25
2007,PETROL,LGV,861
2007,PETROL,LMV,44497
2007,PETROL,LPV,1184
2007,PETROL,MGV,34
2007,PETROL,MMV,12
2007,PETROL,MPV,3
2007,PETROL,OTH,29
2007,PETROL/CNG,2WIC,0
2007,PETROL/CNG,2WN,1
2007,PETROL/CNG,2WT,0
2007,PETROL/CNG,3WIC,0
2007,PETROL/CNG,3WN,0
2007,PETROL/CNG,3WT,0
2007,PETROL/CNG,4WIC,0
2007,PETROL/CNG,HGV,0
2007,PETROL/CNG,HMV,0
2007,PETROL/CNG,HPV,0
2007,PETROL/CNG,LGV,0
2007,PETROL/CNG,LMV,22
2007,PETROL/CNG,LPV,0
2007,PETROL/CNG,MGV,0
2007,PETROL/CNG,MMV,0
2007,PETROL/CNG,MPV,0
2007,PETROL/CNG,OTH,0
2007,PETROL/ETHANOL,2WIC,0
2007,PETROL/ETHANOL,2WN,1
2007,PETROL/ETHANOL,2WT,0
2007,PETROL/ETHANOL,3WIC,0
2007,PETROL/ETHANOL,3WN,0
2007,PETROL/ETHANOL,3WT,0
2007,PETROL/ETHANOL,4WIC,0
2007,PETROL/ETHANOL,HGV,0
2007,PETROL/ETHANOL,HMV,0
2007,PETROL/ETHANOL,HPV,0
2007,PETROL/ETHANOL,LGV,0
2007,PETROL/ETHANOL,LMV,1
2007,PETROL/ETHANOL,LPV,0
2007,PETROL/ETHANOL,MGV,0
2007,PETROL/ETHANOL,MMV,0
2007,PETROL/ETHANOL,MPV,0
2007,PETROL/ETHANOL,OTH,0
2007,PETROL/HYBRID,2WIC,0
2007,PETROL/HYBRID,2WN,0
2007,PETROL/HYBRID,2WT,0
2007,PETROL/HYBRID,3WIC,0
2007,PETROL/HYBRID,3WN,0
2007,PETROL/HYBRID,3WT,0
2007,PETROL/HYBRID,4WIC,0
2007,PETROL/HYBRID,HGV,0
2007,PETROL/HYBRID,HMV,0
2007,PETROL/HYBRID,HPV,0
2007,PETROL/HYBRID,LGV,0
2007,PETROL/HYBRID,LMV,1
2007,PETROL/HYBRID,LPV,0
2007,PETROL/HYBRID,MGV,0
2007,PETROL/HYBRID,MMV,0
2007,PETROL/HYBRID,MPV,0
2007,PETROL/HYBRID,OTH,0
2007,PETROL/LPG,2WIC,0
2007,PETROL/LPG,2WN,299
2007,PETROL/LPG,2WT,0
2007,PETROL/LPG,3WIC,0
2007,PETROL/LPG,3WN,31
2007,PETROL/LPG,3WT,845
2007,PETROL/LPG,4WIC,0
2007,PETROL/LPG,HGV,1
2007,PETROL/LPG,HMV,3
2007,PETROL/LPG,HPV,1
2007,PETROL/LPG,LGV,205
2007,PETROL/LPG,LMV,8186
2007,PETROL/LPG,LPV,1060
2007,PETROL/LPG,MGV,2
2007,PETROL/LPG,MMV,0
2007,PETROL/LPG,MPV,0
2007,PETROL/LPG,OTH,2
2008,CNG ONLY,2WIC,0
2008,CNG ONLY,2WN,0
2008,CNG ONLY,2WT,0
2008,CNG ONLY,3WIC,0
2008,CNG ONLY,3WN,0
2008,CNG ONLY,3WT,0
2008,CNG ONLY,4WIC,0
2008,CNG ONLY,HGV,0
2008,CNG ONLY,HMV,0
2008,CNG ONLY,HPV,1
2008,CNG ONLY,LGV,0
2008,CNG ONLY,LMV,1
2008,CNG ONLY,LPV,0
2008,CNG ONLY,MGV,0
2008,CNG ONLY,MMV,0
2008,CNG ONLY,MPV,0
2008,CNG ONLY,OTH,0
2008,DIESEL,2WIC,0
2008,DIESEL,2WN,1862
2008,DIESEL,2WT,0
2008,DIESEL,3WIC,0
2008,DIESEL,3WN,129
2008,DIESEL,3WT,9660
2008,DIESEL,4WIC,0
2008,DIESEL,HGV,18448
2008,DIESEL,HMV,910
2008,DIESEL,HPV,6592
2008,DIESEL,LGV,37723
2008,DIESEL,LMV,64396
2008,DIESEL,LPV,15729
2008,DIESEL,MGV,5284
2008,DIESEL,MMV,958
2008,DIESEL,MPV,901
2008,DIESEL,OTH,3017
2008,ELECTRIC(BOV),2WIC,0
2008,ELECTRIC(BOV),2WN,134
2008,ELECTRIC(BOV),2WT,0
2008,ELECTRIC(BOV),3WIC,0
2008,ELECTRIC(BOV),3WN,0
2008,ELECTRIC(BOV),3WT,5
2008,ELECTRIC(BOV),4WIC,0
2008,ELECTRIC(BOV),HGV,1
2008,ELECTRIC(BOV),HMV,20
2008,ELECTRIC(BOV),HPV,3
2008,ELECTRIC(BOV),LGV,30
2008,ELECTRIC(BOV),LMV,105
2008,ELECTRIC(BOV),LPV,1
2008,ELECTRIC(BOV),MGV,0
2008,ELECTRIC(BOV),MMV,1
2008,ELECTRIC(BOV),MPV,0
2008,ELECTRIC(BOV),OTH,4
2008,LPG ONLY,2WIC,0
2008,LPG ONLY,2WN,24
2008,LPG ONLY,2WT,0
2008,LPG ONLY,3WIC,0
2008,LPG ONLY,3WN,12
2008,LPG ONLY,3WT,244
2008,LPG ONLY,4WIC,0
2008,LPG ONLY,HGV,0
2008,LPG ONLY,HMV,3
2008,LPG ONLY,HPV,0
2008,LPG ONLY,LGV,8
2008,LPG ONLY,LMV,98
2008,LPG ONLY,LPV,18
2008,LPG ONLY,MGV,0
2008,LPG ONLY,MMV,0
2008,LPG ONLY,MPV,0
2008,LPG ONLY,OTH,1
2008,NOT APPLICABLE,2WIC,0
2008,NOT APPLICABLE,2WN,1549
2008,NOT APPLICABLE,2WT,0
2008,NOT APPLICABLE,3WIC,0
2008,NOT APPLICABLE,3WN,4
2008,NOT APPLICABLE,3WT,7
2008,NOT APPLICABLE,4WIC,0
2008,NOT APPLICABLE,HGV,21
2008,NOT APPLICABLE,HMV,538
2008,NOT APPLICABLE,HPV,3
2008,NOT APPLICABLE,LGV,388
2008,NOT APPLICABLE,LMV,3479
2008,NOT APPLICABLE,LPV,24
2008,NOT APPLICABLE,MGV,8
2008,NOT APPLICABLE,MMV,55
2008,NOT APPLICABLE,MPV,3
2008,NOT APPLICABLE,OTH,86
2008,PETROL,2WIC,78
2008,PETROL,2WN,815636
2008,PETROL,2WT,1
2008,PETROL,3WIC,0
2008,PETROL,3WN,180
2008,PETROL,3WT,4153
2008,PETROL,4WIC,6
2008,PETROL,HGV,29
2008,PETROL,HMV,32
2008,PETROL,HPV,2
2008,PETROL,LGV,548
2008,PETROL,LMV,57913
2008,PETROL,LPV,1205
2008,PETROL,MGV,14
2008,PETROL,MMV,0
2008,PETROL,MPV,1
2008,PETROL,OTH,39
2008,PETROL/CNG,2WIC,0
2008,PETROL/CNG,2WN,0
2008,PETROL/CNG,2WT,0
2008,PETROL/CNG,3WIC,0
2008,PETROL/CNG,3WN,0
2008,PETROL/CNG,3WT,0
2008,PETROL/CNG,4WIC,0
2008,PETROL/CNG,HGV,0
2008,PETROL/CNG,HMV,0
2008,PETROL/CNG,HPV,0
2008,PETROL/CNG,LGV,0
2008,PETROL/CNG,LMV,54
2008,PETROL/CNG,LPV,0
2008,PETROL/CNG,MGV,0
2008,PETROL/CNG,MMV,0
2008,PETROL/CNG,MPV,0
2008,PETROL/CNG,OTH,0
2008,PETROL/LPG,2WIC,0
2008,PETROL/LPG,2WN,302
2008,PETROL/LPG,2WT,0
2008,PETROL/LPG,3WIC,0
2008,PETROL/LPG,3WN,135
2008,PETROL/LPG,3WT,6642
2008,PETROL/LPG,4WIC,0
2008,PETROL/LPG,HGV,1
2008,PETROL/LPG,HMV,0
2008,PETROL/LPG,HPV,0
2008,PETROL/LPG,LGV,205
2008,PETROL/LPG,LMV,11141
2008,PETROL/LPG,LPV,1168
2008,PETROL/LPG,MGV,0
2008,PETROL/LPG,MMV,0
2008,PETROL/LPG,MPV,0
2008,PETROL/LPG,OTH,2
2009,CNG ONLY,2WIC,0
2009,CNG ONLY,2WN,0
2009,CNG ONLY,2WT,0
2009,CNG ONLY,3WIC,0
2009,CNG ONLY,3WN,0
2009,CNG ONLY,3WT,0
2009,CNG ONLY,4WIC,0
2009,CNG ONLY,HGV,1
2009,CNG ONLY,HMV,0
2009,CNG ONLY,HPV,3
2009,CNG ONLY,LGV,0
2009,CNG ONLY,LMV,1
2009,CNG ONLY,LPV,1
2009,CNG ONLY,MGV,0
2009,CNG ONLY,MMV,0
2009,CNG ONLY,MPV,0
2009,CNG ONLY,OTH,0
2009,DIESEL,2WIC,0
2009,DIESEL,2WN,1207
2009,DIESEL,2WT,0
2009,DIESEL,3WIC,0
2009,DIESEL,3WN,97
2009,DIESEL,3WT,8847
2009,DIESEL,4WIC,3
2009,DIESEL,HGV,13026
2009,DIESEL,HMV,609
2009,DIESEL,HPV,5422
2009,DIESEL,LGV,28516
2009,DIESEL,LMV,62780
2009,DIESEL,LPV,12416
2009,DIESEL,MGV,4016
2009,DIESEL,MMV,551
2009,DIESEL,MPV,1061
2009,DIESEL,OTH,2214
2009,DUAL DIESEL/CNG,2WIC,0
2009,DUAL DIESEL/CNG,2WN,0
2009,DUAL DIESEL/CNG,2WT,0
2009,DUAL DIESEL/CNG,3WIC,0
2009,DUAL DIESEL/CNG,3WN,0
2009,DUAL DIESEL/CNG,3WT,0
2009,DUAL DIESEL/CNG,4WIC,0
2009,DUAL DIESEL/CNG,HGV,0
2009,DUAL DIESEL/CNG,HMV,0
2009,DUAL DIESEL/CNG,HPV,0
2009,DUAL DIESEL/CNG,LGV,1
2009,DUAL DIESEL/CNG,LMV,0
2009,DUAL DIESEL/CNG,LPV,0
2009,DUAL DIESEL/CNG,MGV,0
2009,DUAL DIESEL/CNG,MMV,0
2009,DUAL DIESEL/CNG,MPV,0
2009,DUAL DIESEL/CNG,OTH,0
2009,ELECTRIC(BOV),2WIC,0
2009,ELECTRIC(BOV),2WN,1794
2009,ELECTRIC(BOV),2WT,0
2009,ELECTRIC(BOV),3WIC,0
2009,ELECTRIC(BOV),3WN,1
2009,ELECTRIC(BOV),3WT,2
2009,ELECTRIC(BOV),4WIC,0
2009,ELECTRIC(BOV),HGV,1
2009,ELECTRIC(BOV),HMV,8
2009,ELECTRIC(BOV),HPV,1
2009,ELECTRIC(BOV),LGV,17
2009,ELECTRIC(BOV),LMV,87
2009,ELECTRIC(BOV),LPV,0
2009,ELECTRIC(BOV),MGV,1
2009,ELECTRIC(BOV),MMV,2
2009,ELECTRIC(BOV),MPV,0
2009,ELECTRIC(BOV),OTH,0
2009,LPG ONLY,2WIC,0
2009,LPG ONLY,2WN,27
2009,LPG ONLY,2WT,0
2009,LPG ONLY,3WIC,0
2009,LPG ONLY,3WN,19
2009,LPG ONLY,3WT,65
2009,LPG ONLY,4WIC,0
2009,LPG ONLY,HGV,1
2009,LPG ONLY,HMV,1
2009,LPG ONLY,HPV,0
2009,LPG ONLY,LGV,3
2009,LPG ONLY,LMV,54
2009,LPG ONLY,LPV,6
2009,LPG ONLY,MGV,0
2009,LPG ONLY,MMV,0
2009,LPG ONLY,MPV,0
2009,LPG ONLY,OTH,0
2009,NOT APPLICABLE,2WIC,0
2009,NOT APPLICABLE,2WN,370
2009,NOT APPLICABLE,2WT,0
2009,NOT APPLICABLE,3WIC,0
2009,NOT APPLICABLE,3WN,2
2009,NOT APPLICABLE,3WT,2
2009,NOT APPLICABLE,4WIC,0
2009,NOT APPLICABLE,HGV,7
2009,NOT APPLICABLE,HMV,114
2009,NOT APPLICABLE,HPV,2
2009,NOT APPLICABLE,LGV,278
2009,NOT APPLICABLE,LMV,2255
2009,NOT APPLICABLE,LPV,15
2009,NOT APPLICABLE,MGV,13
2009,NOT APPLICABLE,MMV,31
2009,NOT APPLICABLE,MPV,0
2009,NOT APPLICABLE,OTH,35
2009,PETROL,2WIC,120
2009,PETROL,2WN,798864
2009,PETROL,2WT,0
2009,PETROL,3WIC,0
2009,PETROL,3WN,193
2009,PETROL,3WT,2673
2009,PETROL,4WIC,11
2009,PETROL,HGV,21
2009,PETROL,HMV,3
2009,PETROL,HPV,5
2009,PETROL,LGV,215
2009,PETROL,LMV,52756
2009,PETROL,LPV,625
2009,PETROL,MGV,3
2009,PETROL,MMV,1
2009,PETROL,MPV,3
2009,PETROL,OTH,22
2009,PETROL/CNG,2WIC,0
2009,PETROL/CNG,2WN,0
2009,PETROL/CNG,2WT,0
2009,PETROL/CNG,3WIC,0
2009,PETROL/CNG,3WN,0
2009,PETROL/CNG,3WT,0
2009,PETROL/CNG,4WIC,0
2009,PETROL/CNG,HGV,0
2009,PETROL/CNG,HMV,0
2009,PETROL/CNG,HPV,0
2009,PETROL/CNG,LGV,0
2009,PETROL/CNG,LMV,81
2009,PETROL/CNG,LPV,0
2009,PETROL/CNG,MGV,0
2009,PETROL/CNG,MMV,0
2009,PETROL/CNG,MPV,0
2009,PETROL/CNG,OTH,0
2009,PETROL/LPG,2WIC,0
2009,PETROL/LPG,2WN,182
2009,PETROL/LPG,2WT,0
2009,PETROL/LPG,3WIC,0
2009,PETROL/LPG,3WN,150
2009,PETROL/LPG,3WT,2803
2009,PETROL/LPG,4WIC,2
2009,PETROL/LPG,HGV,0
2009,PETROL/LPG,HMV,0
2009,PETROL/LPG,HPV,0
2009,PETROL/LPG,LGV,107
2009,PETROL/LPG,LMV,9644
2009,PETROL/LPG,LPV,742
2009,PETROL/LPG,MGV,0
2009,PETROL/LPG,MMV,0
2009,PETROL/LPG,MPV,0
2009,PETROL/LPG,OTH,1
2010,CNG ONLY,2WIC,0
2010,CNG ONLY,2WN,0
2010,CNG ONLY,2WT,0
2010,CNG ONLY,3WIC,0
2010,CNG ONLY,3WN,0
2010,CNG ONLY,3WT,0
2010,CNG ONLY,4WIC,0
2010,CNG ONLY,HGV,0
2010,CNG ONLY,HMV,0
2010,CNG ONLY,HPV,1
2010,CNG ONLY,LGV,1
2010,CNG ONLY,LMV,0
2010,CNG ONLY,LPV,0
2010,CNG ONLY,MGV,0
2010,CNG ONLY,MMV,0
2010,CNG ONLY,MPV,0
2010,CNG ONLY,OTH,0
2010,DIESEL,2WIC,1
2010,DIESEL,2WN,883
2010,DIESEL,2WT,0
2010,DIESEL,3WIC,0
2010,DIESEL,3WN,84
2010,DIESEL,3WT,12091
2010,DIESEL,4WIC,3
2010,DIESEL,HGV,9865
2010,DIESEL,HMV,520
2010,DIESEL,HPV,4453
2010,DIESEL,LGV,34915
2010,DIESEL,LMV,70805
2010,DIESEL,LPV,12380
2010,DIESEL,MGV,4674
2010,DIESEL,MMV,544
2010,DIESEL,MPV,1305
2010,DIESEL,OTH,2418
2010,DIESEL/HYBRID,2WIC,0
2010,DIESEL/HYBRID,2WN,0
2010,DIESEL/HYBRID,2WT,0
2010,DIESEL/HYBRID,3WIC,0
2010,DIESEL/HYBRID,3WN,0
2010,DIESEL/HYBRID,3WT,0
2010,DIESEL/HYBRID,4WIC,0
2010,DIESEL/HYBRID,HGV,0
2010,DIESEL/HYBRID,HMV,0
2010,DIESEL/HYBRID,HPV,0
2010,DIESEL/HYBRID,LGV,0
2010,DIESEL/HYBRID,LMV,1
2010,DIESEL/HYBRID,LPV,0
2010,DIESEL/HYBRID,MGV,0
2010,DIESEL/HYBRID,MMV,1
2010,DIESEL/HYBRID,MPV,0
2010,DIESEL/HYBRID,OTH,0
2010,ELECTRIC(BOV),2WIC,0
2010,ELECTRIC(BOV),2WN,1294
2010,ELECTRIC(BOV),2WT,0
2010,ELECTRIC(BOV),3WIC,0
2010,ELECTRIC(BOV),3WN,0
2010,ELECTRIC(BOV),3WT,7
2010,ELECTRIC(BOV),4WIC,0
2010,ELECTRIC(BOV),HGV,1
2010,ELECTRIC(BOV),HMV,1
2010,ELECTRIC(BOV),HPV,0
2010,ELECTRIC(BOV),LGV,13
2010,ELECTRIC(BOV),LMV,70
2010,ELECTRIC(BOV),LPV,6
2010,ELECTRIC(BOV),MGV,0
2010,ELECTRIC(BOV),MMV,1
2010,ELECTRIC(BOV),MPV,0
2010,ELECTRIC(BOV),OTH,0
2010,LPG ONLY,2WIC,0
2010,LPG ONLY,2WN,61
2010,LPG ONLY,2WT,0
2010,LPG ONLY,3WIC,0
2010,LPG ONLY,3WN,19
2010,LPG ONLY,3WT,213
2010,LPG ONLY,4WIC,0
2010,LPG ONLY,HGV,0
2010,LPG ONLY,HMV,2
2010,LPG ONLY,HPV,0
2010,LPG ONLY,LGV,9
2010,LPG ONLY,LMV,92
2010,LPG ONLY,LPV,3
2010,LPG ONLY,MGV,1
